1000,975,950,925,900,875,850,825,800,775,750,725,700,675,650,625,600,575,550,525,500,475,450,425,400,375,350,325,300,275,250,225,200,175,150,125,100
-3.0425072,-2.9960794,-2.983903,-3.170309,-3.65759,-3.8907452,-4.1360836,-4.3779583,-5.05546,-5.8418694,-5.7541122,-4.850319,-3.446847,-1.8704453,-0.4553604,0.6863861,1.3349466,1.512805,1.1520548,0.23601055,-0.91675186,-1.9912777,-3.0476608,-4.192733,-5.71961,-6.973446,-8.601788,-10.5604,-12.060329,-12.454084,-12.384159,-14.656126,-17.16338,-10.846041,9.052515,18.17529,21.617115
-3.2372608,-3.2677593,-3.22023,-3.4569054,-3.9230366,-4.1483593,-4.3202934,-4.1593723,-3.4597855,-1.3608284,1.8070202,4.71183,6.2298,6.4992485,6.1573753,5.5970745,5.30122,5.228754,5.6330395,6.3933964,7.249407,7.968399,8.238251,8.078939,7.264576,6.113083,4.7840443,3.1761208,1.8577805,2.5820847,5.7580338,10.076496,14.509632,17.987595,20.175827,21.160511,22.115875
-0.74556065,-0.736578,-0.75037956,-0.7947521,-0.98082924,-1.1920109,-1.4408531,-1.6858006,-1.7722874,-1.9243984,-1.857996,-1.4060116,-0.2189331,1.1216736,2.3238354,3.4451046,4.658512,5.9655933,7.220978,8.5990715,10.103409,11.364899,12.342018,12.797592,12.760895,12.915379,13.696854,15.284828,17.444569,19.88493,23.674133,29.952785,34.987022,38.822968,39.532974,34.27115,25.18187
1.0076761,1.0092049,0.97612953,1.0415764,1.4391632,1.7909184,2.2650661,2.5850143,2.8869143,3.3566637,4.298506,5.636051,7.248007,8.909683,10.309189,11.289886,11.610733,11.261793,10.2981415,9.162422,8.223379,8.405853,12.155529,19.308186,25.734402,27.523504,28.385008,30.913391,34.294685,34.904724,31.949322,32.964443,32.849384,35.071995,36.193226,29.008661,25.74477
4.796418,4.760538,4.7206383,4.9750996,6.286373,7.484255,8.382103,9.414473,10.366226,10.942492,11.386778,11.571462,11.667593,11.407403,11.207259,11.095459,11.141254,11.174768,11.634344,12.09869,12.772165,17.388796,24.669994,34.39987,45.0383,51.87713,53.00721,50.67489,47.96871,46.653976,45.158123,41.308384,40.166122,38.553593,34.92689,33.168488,31.219763
5.823925,5.8223095,5.8448496,6.1873674,7.046282,7.3570385,7.278702,6.2271423,4.5984173,2.8957672,1.3097668,0.09531021,-1.165226,-2.2708378,-3.261877,-4.199236,-4.018551,-2.609295,-0.007091522,2.7608814,5.1817913,6.1060123,5.9117928,4.6340065,3.0783768,2.9603462,4.8340263,6.884989,7.782034,6.7414474,1.8998337,5.281164,16.86433,16.31611,15.232079,17.380777,16.971542
-0.2846222,-0.298378,-0.2634697,-0.2985134,-0.23946571,-0.21080208,-0.20064926,-0.2565384,-0.16774178,0.20847225,1.3588448,3.144987,4.5422754,5.7293797,7.109602,8.744946,10.255504,11.750827,12.969895,14.001896,14.845392,14.955788,14.926561,15.029302,15.499926,15.872341,16.173126,16.569218,17.494883,17.060661,15.184906,22.506363,43.42762,47.8448,43.68621,37.01665,25.375853
7.2214775,7.1674423,7.2280025,7.498008,8.850842,9.505478,9.63108,9.478886,9.106276,8.805584,8.711365,8.878504,9.31579,10.392914,11.816914,13.776943,15.657236,17.685097,19.724548,21.60197,23.48082,24.726757,25.734476,26.477028,27.494621,28.864292,30.207497,31.020672,31.826523,32.981388,35.278587,38.643993,43.55678,45.754974,44.623566,36.40873,30.273123
1.2985535,1.3350792,1.3462753,1.3247738,1.5547924,1.8719425,2.4330368,3.0880547,3.8756895,4.8237057,5.6906376,6.3194313,6.4841795,6.7356157,7.191388,7.838318,8.366013,8.802357,9.15617,8.99185,8.601177,8.132923,8.319752,9.147641,10.0014925,9.36252,8.923221,10.422774,12.39161,12.41309,13.336799,14.265745,15.058815,16.938915,16.48183,16.746975,17.19483
5.803707,5.758198,5.76153,5.949706,6.6526194,6.9100857,6.9878197,6.836754,6.52279,6.0968285,5.69263,5.3225365,5.070862,5.174403,5.782881,6.9900246,9.050247,11.283783,13.204735,14.284908,14.869633,14.584421,14.535503,14.821705,15.657124,15.985188,16.590195,18.511808,21.714142,24.132027,25.793938,24.887953,23.466991,27.270067,27.03311,24.483368,19.97363
7.575491,7.590811,7.6090355,7.8764086,9.17023,10.085021,10.445618,10.455238,10.066698,9.123202,7.7705545,6.356035,5.2449265,4.6330185,4.469223,4.8323393,5.3565683,5.630142,5.4764385,4.927228,4.193366,3.9646358,4.2563133,5.1295776,5.8247566,6.3326015,6.629017,6.5257874,5.495261,5.2208385,7.949831,11.8289585,16.46166,24.158182,24.86859,22.73168,17.658312
8.486585,8.459966,8.459682,8.5776,9.804751,11.213509,11.400535,11.489575,11.235987,10.723429,10.151228,9.777169,9.498441,9.438068,9.549604,10.244066,11.354252,12.6903925,14.113209,15.487947,16.909338,18.44664,19.818441,20.899803,21.594328,22.295162,22.978962,23.57355,23.597559,23.783106,24.65875,27.17984,27.623108,19.097189,24.39289,20.389757,18.605194
8.128002,8.125492,8.118906,8.280994,9.338451,10.664804,10.77071,10.8683815,10.463093,9.404106,7.970871,6.5106297,5.1669655,4.0466423,3.1442318,2.4599094,1.9817352,1.7647667,2.1141567,2.6451988,3.364502,3.7934074,3.7837448,2.9182625,1.3842468,-0.3055992,-0.8492279,-0.638607,-0.7799549,-1.286808,-2.2605076,2.0140438,8.676403,13.296978,18.449871,18.462296,18.861639
